1. 風量 | Air volume
47. 空氣過濾 | Air filtration
48. 紫外線殺菌 | Ultraviolet sterilization
49. 遠紅外線 | Far infrared radiation
50. 智慧控制 | Smart control
1. 製冷量 | Cooling capacity
2. 額定電壓 | Rated voltage
3. 功率因素 | Power factor
4. 電流 | Current (A)
5. 能源效率比 | Energy efficiency ratio (EER)
6. 壓縮機類型 | Compressor type
7. 風量 | Airflow volume
8. 靜壓 | Static pressure
9. 壓縮機速度 | Compressor speed
10. 冷媒 | Refrigerant
11. 噪音值 | Sound pressure level (dB(A))
12. 濕球溫度 | Wet bulb temperature
13. 乾球溫度 | Dry bulb temperature
14. 顯熱量 | Sensible heat
15. 潛熱量 | Latent heat
16. 全熱量 | Total heat
17. 出風溫度 | Discharge air temperature
18. 進風溫度 | Suction air temperature
19. 換熱面積 | Heat exchange area
20. 翅片材質 | Fin material
21. 管束材質 | Tube material
22. 排數 | Number of rows
23. 翅片密度 | Fin density (fins per inch)
24. 管徑 | Tube diameter
25. 管距 | Tube spacing
26. 翅片間距 | Fin spacing
27. 翅片厚度 | Fin thickness
28. 管壁厚度 | Tube wall thickness
29. 熱傳遞係數 | Heat transfer coefficient
30. 凝露溫度 | Condensing temperature
31. 蒸發溫度 | Evaporating temperature
32. 過熱度 | Superheat
33. 過冷度 | Subcooling
34. 冷凝壓力 | Condensing pressure
35. 蒸發壓力 | Evaporating pressure
36. 製冷劑流量 | Refrigerant flow rate
37. 壓縮機排量 | Compressor displacement
38. 壓力差 | Pressure difference
39. 膨脹閥 | Expansion valve
40. 蒸發器 | Evaporator
41. 冷凝器 | Condenser
42. 儲液槽 | Receiver
43. 過濾器 | Filter
44. 視窗 | Sight glass
45. 液位繼電器 | Liquid level relay
46. 熱脹管 | Thermostatic expansion valve
47. 溫度感應器 | Temperature sensor
48. 電氣控制面板 | Electrical control panel
49. 溫度控制器 | Temperature controller
50. 顯示器 | Display
2. 冷凝器 | Condenser
3. 熱交換器 | Heat Exchanger
4. 膨脹閥 | Expansion Valve
5. 過濾器 | Filter
6. 風機 | Blower
7. 馬達 | Motor
8. 溫度控制 | Temperature Control
9. 加熱器 | Heater
10. 蒸發器 | Evaporator
11. 冷媒 | Refrigerant
12. 壓縮機 | Compressor
13. 銅管 | Copper Pipe
14. 鋁管 | Aluminum Pipe
15. 多迴路 | Multi-Circuit
16. 高效率 | High Efficiency
17. 輥牙 | Rifled
18. 鍍鋅鐵 | Galvanized Steel
20. 滴水盤 | Drip Pan
21. 保溫材 | Insulation
22. 熔絲 | Fuse
23. 三相 | Three-Phase
24. 電子式 | Electronic
25. 恆溫 | Constant Temperature
26. 防凍 | Anti-Freeze
27. 啟動保護 | Start-Up Protection
28. 直吹型箱型機 | Horizontal Airflow Cabinet Type Unit
29. 雙吸離心風車 | Double Inlet Centrifugal Fan
30. 噪音 | Noise
31. 空氣過濾網 | Air Filter
32. 顯示器 | Display
33. 框架 | Frame
34. 外板 | Outer Panel
35. 乳白色 | Milky White
36. 可熔斷 | Fusible
37. 缺相 | Phase Loss
38. 速動 | Quick-Acting
39. 單相 | Single-Phase
40. 循環 | Circulation
41. 容量 | Capacity
42. 溫度傳感器 | Temperature Sensor
43. 風速 | Airflow Velocity
44. 功率 | Power
45. 電源 | Electrical Power
46. 電壓 | Voltage
47. 頻率 | Frequency
48. 風量 | Air Volume
49. 風扇 | Fan
50. 保溫泡沫 | Insulation Foam
1. 中央空調 | Central air conditioning
2. 室內機 | Indoor unit
3. 風管機 | Duct type air conditioner
4. 單獨冷媒系統 | Split air conditioning system
5. 全熱式冷氣機 | Total heat exchanger air conditioner
6. 殼管式冷凝器 | Shell and tube condenser
7. 渦卷式壓縮機 | Scroll compressor
8. 毛細管 | Capillary tube
9. 鰭片式蒸發器 | Fin coil evaporator
10. 雙吸離心式風車組 | Double suction centrifugal fan
11. 東元正廠馬達 | TECO genuine motor
12. 電子式溫度控制 | Electronic temperature control
13. 電熱器 | Electric heater
14. 回風過濾器 | Return air filter
15. 運轉及異常訊息顯示 | Operation and abnormal information display
17. 鍍鋅板 | Galvanized steel plate
18. 保溫材 | Insulation material
19. 排水盤 | Drain pan
20. 滴水盤 | Drip pan
21. 底座 | Base
22. 高/低壓力開關 | High/low pressure switch
23. 可調式熱動電驛 | Adjustable thermal relay
24. 可熔栓 | Fuse
25. 欠逆相保護器 | Phase-reversal protector
26. 防凍基板 | Antifreeze circuit board
27. 三分鐘啟動保護功能 | Three-minute start-up protection function
28. 多段選擇操作 | Multi-stage selection operation
29. 靜音運轉選項 | Silent operation option
30. 溫控器 | Thermostat
31. 製冷量 | Cooling capacity
32. 冷凍系統 | Refrigeration system
33. 冷媒 | Refrigerant
34. 主機 | Main unit
35. 水冷式直吹型 | Water-cooled direct blow type
36. 蒸發溫度 | Evaporation temperature
37. 膨脹閥 | Expansion valve
38. 傳熱係數 | Heat transfer coefficient
39. 銅鋁售 | Copper-aluminum composite
40. 內溝管 | Internal grooved pipe
41. 箱體結構 | Cabinet structure
42. 框架 | Frame
43. 外板 | Outer panel
44. 鎮裝處理 | Installation treatment
45. 乳白色 | Milky white
46. 溫差控制 | Temperature difference control
47. 恒溫控制 | Constant temperature control
48. 瀘除 | Filter and remove
49. 指示裝置 | Indicator
50. 基板 | Circuit board
1. 水平氣流 | Horizontal Airflow
2. 風速 | Air Velocity
3. 風量 | Air Volume
4. 風壓 | Air Pressure
5. 靜壓 | Static Pressure
6. 電源 | Power Supply
7. 電壓 | Voltage
8. 頻率 | Frequency
9. 相位 | Phase
10. 製冷劑 | Refrigerant
11. 全密閉式壓縮機 | Hermetic Compressor
12. 渦旋式壓縮機 | Scroll Compressor
13. 殼管式冷凝器 | Shell and Tube Condenser
14. 高效率輾牙內管 | High-Efficiency Knurled Inner Tube
15. 鰤月式蒸發器 | Finned Tube Evaporator
16. 分配器 | Distributor
17. 多迴路設計 | Multiple Circuit Design
18. 毛細管方式 | Capillary Tube Method
19. 雙吸離心式風車 | Double Inlet Centrifugal Fan
20. 東元正廠馬達 | TECO Original Motor
21. 電子式溫度控制 | Electronic Temperature Control
22. 電熱器 | Heater
23. 空氣過濾器 | Air Filter
24. 指示裝置 | Indicator
25. 鍍鋅鐵 | Galvanized Iron
26. 預塗鏡面板 | Prepainted Mirror Panel
27. 鍵錫板 | Tinned Iron Plate
28. 乳白色 | Milky White
29. 高低壓力開關 | High/Low Pressure Switch
30. 可調式熱動電驛 | Adjustable Thermal Relay
31. 三分鐘啟動保護功能 | Three-Minute Start Protection Feature
32. 可熔栓 | Fuse
33. 欠逆相保護器 | Phase Reversal Protector
34. 防凍基板 | Antifreeze Substrate
35. 銅管鋁鰭片 | Copper Tube Aluminum Fins
36. 覆保溫材 | Insulation Material
37. 排水盤 | Drain Pan
38. 滴水盤 | Drip Pan
39. 底座組立 | Base Assembly
40. 固定轉速 | Fixed Speed
41. 無靜音運轉選項 | No Silent Operation Option
42. 無含電模式設計 | No Power-Saving Mode Design
43. 附可清洗式空氣濾網 | With Washable Air Filter
44. 溫度 | Temperature
45. 輸出功率 | Output Power
46. 出力電壓 | Output Voltage
47. 製冷循環 | Refrigeration Cycle
48. 輸入電壓 | Input Voltage
49. 輸入電流 | Input Current
50. 輸入功率 | Input Power
1. 空調設備 | Air conditioning equipment
2. 冷氣機 | Air conditioner
3. 空調系統 | Air conditioning system
4. 冷卻塔 | Cooling tower
5. 冷卻器 | Chiller
6. 壓縮機 | Compressor
7. 冷媒 | Refrigerant
8. 功率 | Power
9. 溫度 | Temperature
10. 流量 | Flow rate
11. 靜壓 | Static pressure
12. 風量 | Airflow rate
13. 能效比 | Energy efficiency ratio
14. 噪音 | Noise level
15. 除濕量 | Dehumidification capacity
16. 送風量 | Airflow volume
17. 迴風量 | Return air volume
18. 新風量 | Fresh air volume
19. 冷凝器 | Condenser
20. 蒸發器 | Evaporator
21. 膨脹閥 | Expansion valve
22. 毛細管 | Capillary tube
23. 乾燥過濾器 | Filter drier
24. 儲液桶 | Accumulator
25. 風扇 | Fan
26. 風道 | Duct
27. 格柵 | Grille
28. 分流器 | Diffuser
29. 空調控制系統 | Air conditioning control system
30. 溫度控制器 | Temperature controller
31. 濕度控制器 | Humidity controller
32. 電氣控制盤 | Electrical control panel
33. 顯示器 | Display
34. 感應器 | Sensor
35. 繼電器 | Relay
36. 斷路器 | Circuit breaker
37. 電線 | Wire
38. 管路 | Pipe
39. 閥門 | Valve
40. 冷凝水管 | Condensate drain line
41. 冷媒管 | Refrigerant line
42. 風管 | Air duct
43. 風扇盤管 | Fan coil unit
44. 吊隱式冷氣 | Cassette type air conditioner
45. 壁掛式冷氣 | Wall mounted air conditioner
46. 窗型冷氣 | Window type air conditioner
47. 移動式冷氣 | Portable air conditioner
48. 多聯式冷氣 | Multi-split air conditioner
49. 變頻冷氣 | Inverter air conditioner
50. 環保冷媒 | Environmentally friendly refrigerant
1. 交流 | AC
2. 馬達 | MOTOR
3. 單相 | SINGLEPHASE
4. 三相 | THREEPHASE
5. 電壓 | VOLTAGE
6. 頻率 | FREQUENCY
7. 匹數 | HORSEPOWER
9. 噸位 | TON
10. 製冷量 | COOLINGCAPACITY
11. 加熱量 | HEATINGCAPACITY
12. 能源效率比 | EER
13. 能源因數 | POWERFACTOR
14. 冷媒 | REFRIGERANT
15. 冷凝器 | CONDENSER
16. 蒸發器 | EVAPORATOR
17. 壓縮機 | COMPRESSOR
18. 風扇 | FAN
19. 過濾器 | FILTER
20. 管路 | PIPING
21. 管徑 | PIPEWIDTH
22. 迴路 | LOOP
23. 控制器 | CONTROLLER
24. 感應器 | SENSOR
25. 溫度 | TEMPERATURE
26. 壓力 | PRESSURE
27. 流量 | FLOW
28. 濕度 | HUMIDITY
29. 除濕量 | DEHUMIDIFYINGCAPACITY
30. 自動控溫 | AUTOTEMPERATURECONTROL
31. 自動除霜 | AUTODEFROST
32. 自動重啟 | AUTORESTART
33. 定時 | TIMER
34. 遠端遙控 | REMOTECONTROL
35. 保固 | WARRANTY
36. 安裝 | INSTALLATION
37. 維修 | MAINTENANCE
38. 保養 | CARE
39. 清洗 | CLEANING
40. 風量 | AIRFLOW
41. 風速 | AIRSPEED
42. 氣流 | AIRFLOW
43. 靜音 | QUIET
44. 省電 | ENERGY-SAVING
45. 環保 | ECO-FRIENDLY
46. 防塵 | DUST-PROOF
47. 防水 | WATERPROOF
48. 防腐 | ANTI-CORROSION
49. 美觀 | AESTHETIC
50. 耐用 | DURABLE
1. 冷氣空調設備 | Air conditioner
2. 戶外機 | Outdoor unit
3. 室內機 | Indoor unit
4. 交流式 | Single-phase
5. 三相 | Three-phase
6. 冷媒 | Refrigerant
7. 製冷量 | Cooling capacity
8. 壓縮機 | Compressor
9. 功率 | Power
10. 電壓 | Voltage
11. 頻率 | Frequency
12. 風量 | Airflow
13. 靜壓 | Static pressure
14. 噪音 | Noise level
15. 溫度 | Temperature
16. 濕度 | Humidity
17. 水流量 | Water flow rate
18. 水壓 | Water pressure
19. 冷凝水 | Condensate
20. 管路 | Piping
21. 閥門 | Valve
22. 過濾器 | Filter
23. 熱交換器 | Heat exchanger
24. 膨脹閥 | Expansion valve
25. 儲液器 | Receiver
26. 控制器 | Controller
27. 遙控器 | Remote control
28. 定時器 | Timer
29. 顯示器 | Display
30. 遙控距離 | Remote control range
31. 電線 | Electrical wire
32. 斷路器 | Circuit breaker
33. 插座 | Electrical outlet
34. 插頭 | Electrical plug
35. 電壓表 | Voltmeter
36. 電流表 | Ammeter
37. 功率計 | Power meter
38. 測溫器 | Thermometer
39. 測濕器 | Hygrometer
40. 水位控制器 | Water level controller
41. 壓力控制器 | Pressure controller
42. 溫度控制器 | Temperature controller
43. 濕度控制器 | Humidity controller
44. 風速控制器 | Airflow controller
45. 除霜 | Defrost
46. 冷房 | Cooling
47. 除濕 | Dehumidification
48. 加熱 | Heating
49. 送風 | Ventilation
50. 循環 | Circulation
1. 風量 | Flow rate
2. 靜壓 | Static pressure
3. 功率 | Power
8. 容量 | Capacity
9. 電源 | Power source
10. 冷媒 | Refrigerant
11. 壓縮機類型 | Compressor type
12. 輸入功率 | Input power
13. 出力 | Output
14. 流量 | Flow rate
15. 馬力 | Horsepower
16. 冷卻方式 | Cooling method
17. 冷凍塔效率 | Cooling tower efficiency
18. 電動閱規格表 | Motorized control valves schedule
19. 比例閥 | Proportional valve
20. 簡易型壁掛式空調箱規格表 | EHaasE horizontal ceiling concealed air conditioning unit specification
21. 風機資料 | Fan data
22. 馬達資料 | Motor data
23. 風扇 | Fan
24. 線圈資料 | Coil data
25. 空調系統設備整建計畫 | Air conditioning system equipment renovation project
26. 冷卻水量 | Chilled water flow rate
27. 冷卻水塔規格表 | Rectangular cooling tower schedule
28. 性能 | Performance
29. 冷卻水塔 | Cooling tower
30. 水泵規格表 | Pump schedule
31. 水泵 | Pump
32. 馬達 | Motor
33. 水流量 | Water flow rate
34. 電源 | Power source
35. 出水溫升 | Water temperature rise
36. 出水量 | Output flow
37. 最大量入功率 | Max power consumption
39. 流量 | Flow rate
40. 進水溫度 | Inlet water temperature
41. 最低水溫 | Minimum water temperature
42. 最高水溫 | Maximum water temperature
43. 冷凍水 | Chilled water
44. 冷卻水 | Cooling water
45. 冷凝器 | Condenser
46. 蒸發器 | Evaporator
47. 繼電器 | Relay
48. 繼電器線圈 | Relay coil
49. 互感器 | Current transformer
50. 電壓互感器 | Voltage transformer
1. 室內機 | Indoor  Unit
2. 排水管 | Drainage Pipe
3. 參考功率 | REF.POWER
4. 電源 | POWERSOURCE
5. 馬力 | Min.HP
6. 噸數 | Min.TON
7. 匹數 | Compressor kW
8. 能源效率比 | EER
9. 冷房能力 | COOLINGCAPACITY
10. 冷氣機 | Air Conditioner
11. 中央空調 | Central Air Conditioning
12. 窗型冷氣 | Window-type Air Conditioner
13. 分離式冷氣 | Split-type Air Conditioner
14. 室外機 | Outdoor Unit
15. 室內機 | Indoor Unit
16. 壓縮機 | Compressor
17. 冷媒 | Refrigerant
18. 銅管 | Copper Pipe
19. 保溫材 | Insulation
20. 冷排 | Condenser
21. 風扇 | Fan
22. 濾網 | Filter
23. 遙控器 | Remote Control
24. 溫度設定 | Temperature Setting
25. 定時功能 | Timer Function
26. 除濕功能 | Dehumidification Function
27. 清淨功能 | Air Purification Function
28. 自動擺風 | Auto Swing Function
29. 夜間模式 | Sleep Mode
30. 智能控制 | Smart Control
31. 除臭功能 | Deodorization Function
32. 防霉功能 | Anti-mildew Function
33. 節能模式 | Energy-saving Mode
34. 電源線 | Power Cord
35. 插座 | Power Outlet
36. 漏電保護器 | Leakage Protector
37. 安裝架 | Mounting Bracket
38. 維修孔 | Maintenance Hole
39. 冷氣噸數 | Air Conditioner Tons
40. 冷氣匹數 | Air Conditioner HP
41. 冷氣能效 | Air Conditioner Energy Efficiency
42. 冷氣類型 | Air Conditioner Type
43. 冷氣品牌 | Air Conditioner Brand
44. 冷氣價格 | Air Conditioner Price
45. 冷氣安裝 | Air Conditioner Installation
46. 冷氣維修 | Air Conditioner Repair
47. 冷氣保養 | Air Conditioner Maintenance
48. 冷氣清洗 | Air Conditioner Cleaning
49. 冷氣更換 | Air Conditioner Replacement
50. 冷氣問題 | Air Conditioner Problem
1. 室內機 | Indoor Unit
2. 室外機 | Outdoor Unit
3. 分離式冷氣機 | Split-Type Air Conditioner
4. 窗型冷氣機 | Window-Type Air Conditioner
5. 箱型冷氣機 | Package Air Conditioner
6. 空氣冷卻式冷氣機 | Air-Cooled Air Conditioner
7. 冷卻能力 | Cooling Capacity
8. 壓縮機 | Compressor
9. 壓縮機類型 | Compressor Type
10. 製冷劑 | Refrigerant
11. 電源 | Power Supply
12. 電壓 | Voltage
13. 頻率 | Frequency
14. 相數 | Phase
17. 噪音值 | Noise Level
18. 風量 | Air Flow
19. 濕度控制 | Humidity Control
20. 遙控器 | Remote Control
21. 定時功能 | Timer Function
22. 自動化功能 | Automation Function
23. 智慧功能 | Smart Function
24. 過濾器 | Filter
25. 除濕功能 | Dehumidification
26. 換氣功能 | Ventilation
27. 加熱功能 | Heating
28. 自動除霜 | Auto Defrost
29. 自我診斷 | Self-Diagnosis
30. 保固期 | Warranty
31. 安裝費 | Installation Fee
32. 維修費 | Maintenance Fee
33. 冷媒 | Refrigerant
34. 出風口 | Air Outlet
35. 進風口 | Air Inlet
36. 風扇 | Fan
37. 蒸發器 | Evaporator
38. 冷凝器 | Condenser
39. 迴風系統 | Recirculation System
40. 新風系統 | Fresh Air System
41. 冷卻塔 | Cooling Tower
42. 冷卻盤管 | Cooling Coil
43. 節流閥 | Expansion Valve
44. 溫度控制器 | Temperature Controller
45. 壓力控制器 | Pressure Controller
46. 空氣處理機組 | Air Handling Unit
47. 集中式空調系統 | Central Air Conditioning System
48. 局部式冷氣系統 | Local Air Conditioning System
49. 水冷式冷氣系統 | Water-Cooled Air Conditioning System
50. 風冷式冷氣系統 | Air-Cooled Air Conditioning System
1. 室內機 | INDOOR UNIT
2. 室外機 | OUTDOOR UNIT
3. 冷氣 | AIR-CONDITIONER
4. 壓縮機 | COMPRESSOR
5. 冷媒 | REFRIGERANT
6. 能源效率比 | ENERGY EFFICIENCY RATIO
7. 低需求 | LOW DEMAND
8. 室內噪音 | INDOOR NOISE
9. 室外噪音 | OUTDOOR NOISE
10. 銘牌 | NAMEPLATE
11. 配電盤 | DISTRIBUTION PANEL
12. 控制線 | CONTROL WIRE
